_key,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Napolitana cu ciocolata Choco Wafer 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitana-cu-ciocolata-Choco-Wafer-30g/p/98966,31 g/100 g,540 kcal/100 g,56.5 g/100 g,2.3 g/100 g,0.4 g/100 g,6.7 g/100 g,17.5 g/100 g,"Ciocolata cu LAPTE din Alpi 60% (zahar, unt de cacao, masa de cacao, LAPTE praf degresat, zer praf (LAPTE), grasime din LAPTE, emulsificator (lecitina din SOIA), aroma), faina de GRAU, uleiuri vegetale (palmier, rapita, cocos in proportii variabile), zahar, zer praf (LAPTE), cacao cu continut redus de grasime (2%), emulsifianti (lecitina din SOIA), agenti de afanare (Carbonat de sodiu, carbonat de magneziu), sare, aroma.","Contine gluten, soia, lapte. Poate contine ou si varietati similare de nuci."
Biscuiti Chocominis 37.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-Chocominis-37-5g/p/98171,24.5 g/100 g,505 kcal/100 g,63.5 g/100 g,2.2 g/100 g,0.04 g/100 g,6.4 g/100 g,11 g/100 g,"Faina de GRAU, ciocolata cu lapte alpin 23% (zahar, unt de cacao, masa de cacao, LAPTE praf degresat, zer praf (LAPTE), grasime din LAPTE, emulsificatori (lecitina din SOIA, E476), aroma), zahar, grasime vegetala si ulei vegetal (palmier, rapita), zer praf (LAPTE), LAPTE praf integral 1.7%, sirop de glucoza, LACTOZA (lapte), sare, agenti de afanare (carbonati de amoniu, carbonati de sodiu), emulsificator (lecitina din SOIA), arome, acidifiant (acid citric).","Contine lapte, gluten si soia. Poate contine ou si varietati similare de nuci."
Napolitane brownies cu crema de cacao 140g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-brownies-cu-crema-de-cacao-140g/p/32752,29 g/100 g,528 kcal/100 g,60 g/100 g,3.70 g/100 g,0.35 g/100 g,5 g/100 g,15 g/100 g,"Zahar, grasime vegetala din palmier, faina de GRAU (GLUTEN), cacao cu continut redus de grasime 8.6%, ZER pudra (LACTOZA si proteina din LAPTE), maltodextrina, tarate de GRAU (GLUTEN), sare, agent de afanare: bicarbonat de sodiu, emulsifiant: lecitina din SOIA, arome, coloranti: caramel amoniacal si carmin.","Gluten, soia, lapte si produse derivate. Poate contine urme de alune si arahide."
"Praline asortate, 4 culori 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-asortate-4-culori-100g/p/44423,38 g/100 g,572 kcal/100 g,51 g/100 g,N/A,0.12 g/100 g,5 g/100 g,23 g/100 g,"Ciocolata cu lapte 37.8% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulsificator (lecitina din SOIA), aroma (vanilie)), Ciocolata neagra 15.8% (masa de cacao, zahar, unt de cacao, grasime anhidra din LAPTE, emulsificator (lecitina din SOIA), aroma (vanilie), Decoratiuni ciocolata alba 0.65% (zahar, unt de cacao, LAPTE praf integral, emulsificator: lecitina din SOIA, aroma, vanilie), Decoratiuni de ciocolata neagra 0.64% (masa de cacao, zahar, unt de cacao, grasime anhidra din LAPTE, emulsificator: lecitina din SOIA, aroma (vanilie), Decoratiuni de ciocolata cu lapte 0.58% (zahar, unt de cacao, LAPTE praf integral, masa de cacao, emulsificator: lecitina din SOIA), aroma (vanilie)), Umplutura 44.5% (grasimi vegetale (palmier, sambure de palmier, seminte de rapita, floarea soarelui, cocos, shea), in proportii variabile, zahar, LAPTE praf degresat, LACTOZA, pudra de cacao degresata, faina de orez, arome, ALUNE, ZER, GLUTEN din GRAU, malt din GRAU, sare, seminte de vanilie.","Contine: lactoza, soia, alune si gluten. Poate contine urme de migdale."
Prajitura cu crema de lamaie 45g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-de-lamaie-45g/p/32126,20 g/100 g,431 kcal/100 g,59 g/100 g,N/A,0.81 g/100 g,6 g/100 g,12 g/100 g,"Zahar, FAINA DE GRAU (GLUTEN), ulei vegetal (palmier, palmier total hidrogenat, floarea soarelui, bumbac, rapita), OUA, sirop de zahar invertit, ZER PRAF (din LAPTE), agenti de umezire (glicerol, sorbitol), LAPTE PRAF INTEGRAL, LACTOZA (DIN LAPTE), emulsifianti (mono si digliceridele acizilor grasi), sare, agenti de afanare (pirofosfat acid de sodiu, bicabonat de sodiu), amidon de cartof modificat, conservant (acid sorbic), arome, pulpe de lamaie 0.0%, ULEI DE ALUNE, corector de aciditate (acidcitric), agent de ingrosare (guma xantan), colorant (beta caroten).",N/A
Prajitura cu crema de cacao 45g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-de-cacao-45g/p/32123,20 g/10 g,437 kcal/100 g,60 g/100 g,0.8 g/100 g,0.76 g/100 g,5.9 g/100 g,12 g/100 g,"Zahar, faina de GRAU, grasimi vegetale (palmier, palmier total hidrogenat, floarea soarelui, bumbac, rapita), sirop de zahar invertit, ZER PRAF (din LAPTE), OUA, agenti de umezire (glicerol, sorbitol), pudra de cacao cu continut redus de grasime 1.4%, LAPTE PRAF INTEGRAL, sare, emulsifianti (mono si digliceride ale acizilor grasi, esteri poliglicerici ai acizilor grasi, lecitina de floarea-soarelui, esteri ai acidului lactic cu mono si digliceridele acizilor grasi, poliricinoleat de poliglicerina), amidon de cartof modificat, agenti de afanare (pirofosfat acid de sodiu, bicarbonat de sodiu), conservant (acid sorbic), PIURE DE ALUNE, masa de cacao, corector de aciditate (acid citric), unt de cacao, agent ingrosare (guma xantan), arome.","ZER, GRAU, PIURE DE ALUE, LAPTE. Poate contine SOIA, SEMINTE DE SUSAN SI ARAHIDE."
Praline Rum & Gin Club 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-Rum-and-Gin-Club-200g/p/26939,22 g/100 g,466 kcal/100 g,53 g/100 g,N/A,0.08 g/100 g,5 g/100 g,8.40 g/100 g,"Zahar, ALUNE DE PADURE 15%, masa de cacao, apa, unt de cacao 3.7%, gin LAPTE praf integral, 2.8% rom din Caraibe, LAPTE praf degresat, UNT, concentrat, 1.0% de lamaie-lamaie verde-lichior, agent de ingrosare(guma arabica), LACTOZA, emulsifiant, SOIA, aroma naturala, praf din zer dulce(LAPTE), alcool, aroma naturala chinina pe baza de plante, exxtract de vanilie, aroma naturala menta, aroma naturala de lamaie cu alte arome naturale, arome, sare.","Alune de padure, lapte, soia. poate contine arahide, alte fructe cu coaja lemnoasa, gluten, oua."
Ciocolata neagra cu sare de mare ecologica 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-sare-de-mare-ecologica-90g/p/53671,37 g/100 g,552 kcal/100 g,44 g/100 g,8.3 g/100 g,0.50 g/100 g,7.4 g/100 g,22 g/100 g,"Masa de cacao, zahar din trestie de zahar, unt de cacao, sare de mare din Anglesey 0.4%, emulsifiant (lecitina din SOIA), extract de vanilie. Cacao: min 60% in ciocolata neagra provenita din agricultura ecologica.",Contine soia. Poate contine fructe cu coaja lemnoasa si lapte.
Oua de ciocolata cu surpriza 3x20g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Alte-tipuri-de-ciocolata/Oua-de-ciocolata-cu-surpriza-3x20g/p/54501,34.2 g/100 g,552 kcal/100 g,52.3 g/100 g,N/A,0.323 g/100 g,8.1 g/100 g,22.6 g/100 g,"Ciocolata cu LAPTE 47% (zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulgator: lecitina din SOIA, vanilina), LAPTE praf degresat (17%), zahar, grasimi vegetale (palmier, shea), UNT deshidratat, emulgator: lecitina din SOIA, vanilina. Substanta uscata de cacao: min.30% in ciocolata cu lapte.",Contine lapte si soia.
"Bruschette cu aroma de tomate, masline si oregano 70g",https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Bruschette-cu-aroma-de-tomate-masline-si-oregano-70g/p/38673,19 g/100 g,458 kcal/100 g,62 g/100 g,2.1 g/100 g,3.2 g/100 g,8.7 g/100 g,N/A,"Faina de grau, ulei vegetal (oleina de palmier, antioxidant (extract de rozmarin)), faina de porumb extrudat, aroma de rosii, masline si oregano 5.5% (dextroza, sare, amidon, praf de rosii 7.6%, praf de ceapa, praf de usturoi, potentiator de aroma (glutamat monosodic), proteina vegetala hidrolizata, patrunjel uscat, oregano uscat 1.8%, extract de masline 1.8%, coloranti (extract de paprica), corector de aciditate (acid citric, acid acetic), lactoza, maltodextrina, agent antiaglomeran (dioxid desiliciu, arome), sare, lapte praf degresat, zahar, gluten uscat, drojdie, stabilizator (guma de guar), dextroza, emulsificatori (esteri ai mono si digliceridelor cu acidul diacetiltartric ai acizilor grasi.","Grau, lactoza, lapte, gluten. Poate contine urme de susan, soia."
Bomboane de ciocolata cu lapte si alune de padure 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-lapte-si-alune-de-padure-300g/p/11273,36.6 g/100 g,576 kcal/100 g,52.5 g/100 g,N/A,0.280 g/100 g,8.3 g/100 g,21.2 g/100 g,"Ciocolata cu LAPTE 50% (zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulgator: lecitina (SOIA), vanilina), zahar, LAPTE praf degresat (12.5%), ulei de palmier, ALUNE de padure 5.8%, UNT deshidratat, ciocolata (zahar, masa de cacao, emulgator: lecitina (SOIA), vanilina), agenti de glazurare (guma arabica, selac), sirop de glucoza, emulgator: lecitina (SOIA), arome. Substanta uscata de cacao min.30% in ciocolata cu LAPTE, min.35% in ciocolata.","Contine lapte, alune si soia."
"Praline artizanale, selectie clasica 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-artizanale-selectie-clasica-150g/p/18031,35.72 g/100 g,554.33 kcal/100 g,50.72 g/100 g,2.15 g/100 g,1.41 g/100 g,5.45 g/100 g,15.98 g/100 g,"Ciocolata cu lapte 32.63% (zahar, unt de cacao, LAPTE praf integral, pasta de cacao, emulsifiant (lecitina din SOIA), aroma de vanilie naturala. Cacao: minim 33.5%), ciocolata neagra 20.78% (pasta de cacao, zahar, unt de cacao, emulsifiant (lecitine din SOIA), aroma de vanilie naturala. Cacao: minim 54.5%), crema alba 15.48% (zahar, grasimi vegetale (palmier, floarea soarelui, unt de shea, rapita, palmier) in proportii variate, LAPTE praf integral, LAPTE praf degresat, emulsifiant (lecitina dinSOIA), aroma de vanilie naturala (10.08% crema cu fistic (crema crocanta cu fistic (zahar, ulei de floarea soarelui, faina de GRAU, unt de cacao, grasimi vegetale (samburi de palmier, palmier), MIGDALE, LAPTE praf integral, ZER praf, FISTIC pasta 0.85%, LACTOZA, materie grasa LACTATA anhidra, emulsifiant (lecitine din SOIA), ulei de UNT, LAPTE praf degresat, MIGDALE amare blansate, malt de ORZ, sare, ulei de MIGDALE, aroma de vanilie naturala, arome naturale, FISTIC 1.15%), 9% pasta cu alune.","Lapte, soia, gluten, migdale, unt, fistic. Poate contine urme de alte fructe cu coaja lemnoasa, oua."
"Praline artizanale, selectie fructata 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-artizanale-selectie-fructata-150g/p/17977,39.35 g/100 g,580.19 kcal/100 g,51.94 g/100 g,2.25 g/100 g,1.64 g/100 g,3.90 g/100 g,21.47 g/100 g,N/A,"Contine: lapte, gluten, migdale, oua si soia. Poate contine urme de: alte fructe cu coaja lemnoasa."
Guma de mestecat Refreshers menta intensa 15.6g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Guma-de-mestecat/Guma-de-mestecat-Refreshers-menta-intensa-15-6g/p/20000,N/A,159 kcal/100 g,66 g/100 g,N/A,N/A,N/A,N/A,"Indulcitori xilitol, sorbitol, manitol, aspartam, sucraloza, acesulfam-K, baza de guma, uleiuri de menta (1.4%), arome, agent de ingrosare guma arabica, emulsifiant lecitina din SOIA, agent de glazurare ceara de carnauba, antioxidant BHA, colorant E133.",Contine soia
Spritati cu lapte si glazura 400g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Piscoturi-si-fursecuri/Spritati-cu-lapte-si-glazura-400g/p/58737,32.70 g/100 g,544 kcal/100 g,55.30 g/100 g,2.60 g/100 g,0.05 g/100 g,5.80 g/100 g,16.30 g/100 g,"Faina alba de GRAU, grasime vegetala nehidrogenata de palmier, glazura cu cacao 20% (zahar, grasime vegetala total hidrogenata de palmier, pudra de cacao cu continut redus de grasime 5%, ZER praf, emulsifiant (lecitina de SOIA), aroma (vanilina), zahar, OUA integrale pasteurizate, LAPTE praf degresat 5%, aroma, sare iodata.","Grau, lapte, soia, oua. Poate contine de arahide si alte fructe cu coaja lemnoasa."
Biscuiti cu 45% crema de alune 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-45-crema-de-alune-150g/p/61007,30.6 g/100 g,520 kcal/100 g,58.7 g/100 g,N/A,0.21 g/100 g,4.7 g/100 g,15.2 g/100 g,"Crema moca 45% (zahar, uleiuri vegetale (shea, ulei de rapita), pasta de ALUNE 15%, amidon, pasta de ARAHIDE, LAPTE praf integral , emulgator, lecitina de SOIA, sare, arome), faina de grau, ulei vegetal ( ulei de palmier), zahar, margarina (ulei de palmier, ulei de floarea soarelui, apa, emulgatori: mono si digliceride ale acizilor grasi, sare), pudra de cacao, sirop de glucoza-fructoza, miere, sirop de static zahar brun, agenti de crestere(bicarbonat de sodiu, bicarbonat de amoniu), sare, arome","Contine alune de padure, lapte si gluten. Poate contine urme de oua, susan si fructe cu coaja lemnoasa."
Chips orez cu chia si quinoa 60g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Alte-arome/Chips-orez-cu-chia-si-quinoa-60g/p/61553,17 g/100 g,464 kcal/100 g,68 g/100 g,4.3 g/100 g,0.97 g/100 g,7.6 g/100 g,2 g/100 g,"Chips de cereale 83% (orez brun integral 85%, quinoa 5%, chia (Salvia hispanica) 5%, mei), ulei de masline 16%, sare 1%.",N/A
Caramele invelite in ciocolata 325g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Caramele-invelite-in-ciocolata-325g/p/1305,20.5 g/100 g,463 kcal/100 g,66 g/100 g,N/A,0.14 g/100 g,3.3 g/100 g,12 g/100 g,"Ciocolata 30% (zahar, masa de cacao, unt de cacao, grasimi din UNT, emulsifiant: lecitine (SOIA), extract de vanilie), sirop de glucoza, zahar, ZER condensat, grasime din palmier, LAPTE degresat condensat, agent de umezire: sirop de sorbitol, cacao cu continut redus de grasime, produse din ZER, arome.","Contine soia si lapte. Poate contine bucati de alune, migdale, arahide si alte fructe in coaja."
Ciocolata cu alune de padure si sare roz 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-alune-de-padure-si-sare-roz-100g/p/1987,45 g/100 g,561 kcal/100 g,39 g/100 g,N/A,2 g/100 g,9.5 g/100 g,17 g/100 g,"Masa de cacao 72%, nectar granulat din flori de cocos, unt de cacao, ALUNE de padure 20%, sare roz de Himalaya 1%.",Contine alune de padure. Poate contine urme de fructe cu coaja tare.
Biscuiti de ovaz cu crema de ciocolata neagra 180g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-de-ovaz-cu-crema-de-ciocolata-neagra-180g/p/4784,29.6 g/100 g,529 kcal/100 g,58.6 g/100 g,N/A,0.40 g/100 g,7.2 g/100 g,16.7 g/100 g,"Cereale 33%(faina de ovaz 20%, faina de grau 9%, tarate de OVAZ 39%, fulgi de ovaz 1%), umplutura crema de ciocolata neagra 25% ?(uleiuri vegetale (ulei de palmier, ulei e floarea-soarelui, ulei de shea), zahar, ciocolata neagra 12% (masa de cacao, zahar, unt de cacao, emulgator: leticina de SOIA. Substanta solida de cacao minim 50 %) cacao pudra 6%, LAPTE praf integral, amidon ARAHIDE, alune de padure, arome, emulgator: lecitina de SOIA, grasimi si uleiuri vegetale( ulei de palmier, ulei de floarea soarelui, apa, emulgator, mono si digliceride ale acizilor grasi, sare), zahar, miere, cacao pudra 2%, zahar brun, agenti de crestere (bicarbonat de sodiu, bicarbonat de amoniu, sare, arome.","Arahide, lapte, soia, ovaz. Poate contine urme de oua, susan si fructe cu coaja lemnoasa."
Ciocolata cu lapte si Paillete Feuilletine 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-Paillete-Feuilletine-100g/p/32357,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata 85% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-85-cacao-100g/p/33658,50 g/100 g,583 kcal/100 g,16 g/100 g,16 g/100 g,0.03 g/100 g,9.9 g/100 g,30 g/100 g,"Masa de cacao (Belgia), zahar, unt de cacao, emulsifiant: lecitina de SOIA.","SOIA. Poate contine urme de: CEREALE CARE CONTIN GLUTEN, OUA, LAPTE (INCLUSIV LACTOZA), FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra cu alune 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-cu-alune-100g/p/33618,42 g/100 g,577 kcal/100 g,37 g/100 g,N/A,0.01 g/100 g,8.0 g/100 g,17 g/100 g,"Masa de cacao, zahar, ALUNE DE PADURE prajite 25%, unt de cacao, emulsifiant: lecitina de SOIA, aroma naturala vanilie.","ALUNE DE PADURE, SOIA. Poate contine urme de: LAPTE (inclusiv LACTOZA) si MIGDALE."
Ciocolata 57% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-57-cacao-100g/p/33613,36 g/100 g,540 kcal/100 g,44 g/100 g,N/A,0.10 g/100 g,5.9 g/100 g,22 g/100 g,"Masa de caao, zahar, unt de cacao, emulsifiant: lecitina de SOIA, aroma naturala de vanilie.","SOIA. Poate contine urme de: LAPTE (iclusiv LACTOZA), MIGDALE SI ALUNE DE PADURE."
Biscuiti cu jeleu cu suc de portocala si ciocolata neagra 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Piscoturi-si-fursecuri/Biscuiti-cu-jeleu-cu-suc-de-portocala-si-ciocolata-neagra-150g/p/33593,10 g/100 g,382 kcal/100 g,69 g/100 g,2 g/100 g,0.15 g/100 g,3 g/100 g,6 g/100 g,"Sirop de glucoza, zahar, ciocolata neagra 17%, zahar, unt de cacao, emulsifiant (lecitine de SOIA), aroma naturala de vanilie, suc de portocale din concentrat 11%, faina de GRAU (GLUN), OUA de gaini crescute in hale la sol, grasime de palmier, stabilizator (sorbitol), amidon de GRAU (GLUTEN), agent gelatinizant (pectina), acidifiant (acid citric), amidon de tapioca, aroma naturala de portocale, emulsifiant (mono- digliceride ale acizilor grasi), agent de afanare (carbonat acid de sodiu, carbonatacid de amoniu), corector de aciditate (citrati de sodiu), sare.",N/A
"Ciocolata cu lapte, aroma de caramel, cu interior crocant de napolitana 41.5g",https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Ciocolata-cu-lapte-aroma-de-caramel-cu-interior-crocant-de-napolitana-41-5g/p/33762,24.3 g/100 g,500 kcal/100 g,62.2 g/100 g,2.3 g/100 g,0.22 g/100 g,7 g/100 g,13.5 g/100 g,"Zahar, faina de GRAU (contine calciu, fier, tiamina si niacina), masa de cacao, unt de cacao, grasimi vegetale (palmier, shea, samburi de mango, sal), LAPTE praf integral, permeat din ZER, praf (din LAPTE), LAPTE praf degresat, grasimi din LAPTE, emulgator (lecitine), drojdie, arome naturale, agent afanre (carbonati de sodiu), ZER praf (din LAPTE).","LAPTE, ZER, GRAU. Poate contine ARAHIDE si VARIETATI de NUCI."
Batoane de ciocolata cu lapte 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Batoane-de-ciocolata-cu-lapte-150g/p/33774,35 g/100 g,566 kcal/100 g,53.5 g/100 g,N/A,0.313 g/100 g,8.7 g/100 g,22 g/100 g,"Ciocolata cu LAPTE 40% (zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulgator: lecitina (SOIA), vanilina), zahar, LAPTE praf degresat 18%, ulei de palmier, UNT deshidratat, emugator: lecitina SOIA, vanilina.","LAPTE, SOIA, UNT."
Jeleuri cu aroma de fructe 120g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Jeleuri-si-caramele/Jeleuri-cu-aroma-de-fructe-120g/p/34016,N/A,342 kcal/100 g,85 g/100 g,N/A,0.16 g/100 g,0.7 g/100 g,N/A,"Zahar, sirop glucoza, apa, acid citric, agent gelifiere, pectina, arome naturale, concentrat de legume (morcov, morcov negru, hibiscus, dovleac).",N/A
Susan bio 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Seminte/Susan-bio-150g/p/33989,55 g/100 g,629 kcal/100 g,6 g/100 g,N/A,0.10 g/100 g,26 g/100 g,8.1 g/100 g,100% SEMINTE DE SUSAN nedecorticate.,"SEMINTE DE SUSAN. Poate contine urme de CEREALE CARE CONTIN GLUTEN, ARAHIDE, SOIA, FRUCTE CU COAJA LEMNOASA FARA GLUTEN."
Gofre cu zahar si glazura cu ciocolata 300g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Gofre-cu-zahar-si-glazura-cu-ciocolata-300g/p/34141,26 g/100 g,272 kcal/100 g,50 g/100 g,1.7 g/100 g,0.67 g/100 g,4.6 g/100 g,13 g/100 g,"Faina de GRAU (GLUTEN), zahar 22%, uleiuri si grasimi vegetale nehidrogenate (palmier certificat sustenabil, rapita), glazura cu cacao 10, zahar, uleiuri vegetale nehidrogenate (nuca de cocos, samburi de palmier certificat sustenabil, palmier certificat sustenabil, floarea-soarelui, shea, rapita), pudra de cacao fara grasime 1.2%, ZER pudra (LAPTE), LAPTE praf degresat, stabilizator (tristearat de sorbitan), emulsifiant (lecitine din SOIA), aroma naturala), margarina (uleiuri vegetale, nehidrogenate (palmier certificat sustenabil), rapita), apa, sare, emulsifianti (mono- si digliceride ale acizilor grasi, lecitine), acidifiant (acid citrci), apa, drogdie, OUA de gaini crescute in hale la sol, sirop de zahar invertit, stabilizator (sirop de sorbitol), faina de SOIA, sare, emulsifianti (lecitine din SOIA), aroma natuala.","ZER, LAPTE, GLUTEN, SOIA, OUA. Poate contine urme de FRUCTE CU COAJA LEMNOASA."
Drajeuri cu menta 21g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Drajeuri/Drajeuri-cu-menta-21g/p/34082,0.9 g/100 g,239 kcal/100 g,96 g/100 g,N/A,0.01 g/100 g,N/A,0.8 g/100 g,"Indulcitori (sorbitol, aspartam, acesulfam potasiu, sucraloza, neotam), arome, antiaglomerant (saruri de magneziu ale acizolor grasi), lactat de zinc, extract de scoarta de magnolie (0.12%), colorant (albastru briliant FCF). Contine o sursa de fenilalanina.",N/A
Guma de mestecat cu vitamine 26g,https://www.mega-image.ro/Dulciuri-si-snacks/Dropsuri-guma-si-jeleuri/Guma-de-mestecat/Guma-de-mestecat-cu-vitamine-26g/p/34051,0.3 g/100 g,183 kcal/100 g,71 g/100 g,N/A,0.14 g/100 g,N/A,0.3 g/100 g,"ina B6 (clorhidrat de piridoxina), concentrat (coacaze negre, mar, ridichi), vitamina B12.",SOIA.
Ciocolata cu lapte si crema de capsuni si biscuiti 91g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-crema-de-capsuni-si-biscuiti-91g/p/34425,37 g/100 g,567 kcal/100 g,52 g/100 g,N/A,0.3 g/100 g,5.9 g/100 g,20 g/100 g,"Zahar, grasimi vegetale (ulei de palmier, ulei de shea), LAPTE praf degresat, unt de cacao, masa de cacao, LAPTE praf integral, zer pudra (din LAPTE), biscuiti 1.4%, faina de GRAU, zahar, gaina de malt de GRAU, agent de afanare (carbonat acid de sodiu), emulsifiant (lecitina din floarea soarelui), sare, aroma), grasime din LAPTE, pudra de smantana (din LAPTE), granule de zmeura (sirop de glucoza, zmeura), ulei rafinat din floarea soarelui, pudra de capsuni 0.1% (piure concentrat de capsuni, maltodextrina), colorant (carmina), arome.","LAPTE, SOIA. Poate contine urme de ARAHIDE, FRUCTE CU COAJA LEMNOASA, OUA."
Ciocolata alba cu crema mango si zmeura 93g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-cu-crema-mango-si-zmeura-93g/p/34417,39 g/100 g,583 kcal/100 g,52 g/100 g,N/A,0.3 g/100 g,5.9 g/100 g,22 g/100 g,"Zahar, grasimi vegetale (ulei de palmie, ulei de shea), unt de cacao, LAPTE praf integral, LAPTE praf degresat, zer pudra (din LAPTE), grasime din LAPTE, ulei rafinat de floarea-soarelui, pudra de mango 0.1% (sirop de glucoza, piure concentrat de mango), pudra de zmeura 0.1% (pire concentrat de zmeura, maltodextrina), acidifianti (acid lactic, acid citric), grasime vegetala (ulei de rapita), emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), coloranti (acid caminic, carmina), arome.","LAPTE, SOIA. Poate contine urme de ARAHIDE, FRUCTE CU COAJA LEMNOASA, GLUTEN, OUA."
Rahat cu aroma de fructe 400g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Rahat-cu-aroma-de-fructe-400g/p/64337,0.1 g/100 g,330 kcal/100 g,82 g/100 g,1.1 g/100 g,0.021 g/100 g,0.3 g/100 g,<0.1 g/100 g,"Zahar, apa, amidon de porumb, acidifiant (acid citric), arome: Kiwi, mar verde, visine, lamaie, capsuni, colorant, (colorfruit carrot).",N/A
Halvita cu arahide 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Halvita-cu-arahide-80g/p/34339,1.1 g/100 g,389 kcal/100 g,69.4 g/100 g,6.5 g/100 g,0.065 g/100 g,N/A,1.1 g/100 g,"Zahar, glucoza, ARAHIDE min 12%, albus de OU, vafe (faina de GRAU, grasime vegetala nehidrogenata, emulgator (lecitina din SOIA), afanatori (bicarbonat de sodiu), sare, apa, amidon), aroma de vanilie, apa, acidifiant (acid citric).","Produsul contine GLUTEN, OU, SOIA SI ARAHIDE."
Nuga cu stafide 40g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Nuga-halva-si-rahat/Nuga-cu-stafide-40g/p/34337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
