Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Ciocolata neagra 60% cacao cu coniac 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-60-cacao-cu-coniac-100g/p/35839,27 g/100 g,493 kcal/100 g,55 g/100 g,N/A,0.01 g/100 g,4 g/100 g,16 g/100 g,"Masa de cacao, zahar, Cognac 10%, sirop glucoza, unt de cacao, dextroza, apa, grasime de UNT, emulgator, lecitina de rapita, extract de vanilie.","UNT. Poate contine urme de MIGDALE, ALUNE, LAPTE SI SOIA."
Ciocolata cu lapte si Cointreau 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-Cointreau-100g/p/35838,23 g/100 g,453 kcal/100 g,56 g/100 g,N/A,0.01 g/100 g,5 g/100 g,14 g/100 g,"Zahar, unt de cacao, LAPPTE praf integral, Cointreau 10%, sirop de glucoza, masa de cacao, LAPTE praf degresat, apa, dextroza, emulgator lecitina, rapita, extract de vanilie.","LAPTE. Poate contine urme de MIGDALE, ALUNE, SOIA."
Ciocolata cu lapte cu zmeura 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-zmeura-80g/p/11270,31 g/100 g,537 kcal/100 g,57 g/100 g,N/A,0.12 g/100 g,5.76/100 g,20 g/100 g,"Zahar, unt de cacao, masa de cacao, LAPTE praf integral, zmeura liofilizata granule 1.9%, LAPTE praf degresat, emulsifiant, lecitina SOIA, arome naturale. Substanta uscata de cacao in ciocolata cu lapte 30% minimum.","Lapte, soia. Poate conttine urme de fructe cu coaja lemnoasa si gluten."
Ciocolata cu lapte cu capsune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-capsune-80g/p/11271,31g/100g,540kcal/100g,57g/100g,N/A,0.13g/100g,5.66g/100g,N/A,"zahar, unt de cacao, masa de cacao, LAPTE praf integral, LAPTE praf degresat, capsune liofilizate granule 0,9% (sirop de glucoza, zahar, capsune 0,2%, agent de ingrosare: alginat de sodiu), emulsifiant: lecitina (SOIA), arome naturale. Substanta uscata de cacao in ciocolata cu lapte: 30% minimum.","Contine LAPTE, SOIA. Poate contine urme de fructe cu coaja lemnoasa si gluten."
Ciocolata cu lapte 70g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-70g/p/13367,28 g/100 g,523 kcal/100 g,58 g/100 g,2.0 g/100 g,0.80 g/100 g,9.1 g/100 g,N/A,"Zahar, LAPTE praf integral, unt de cacao, masa de cacao, LAPTE PRAF DEGRESAT, emulsifianti (lecitina de floarea-soarelui, poliricinoleat), aroma(vanilina). Ciocolata cu lapte contine: subtanta uscata de cacao minimum 32%, substanta uscata din lapte minimum 26.7%.","Poate contine fistic, migdale, alune, gluten, soia, susan , arahide si lapte."
Baton de ciocolata alba cu crema de cappuccino 37g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-alba-cu-crema-de-cappuccino-37g/p/27375,38 g/100 g,572 kcal/100 g,50 g/100 g,N/A,0.21 g/100 g,6.21 g/100 g,25 g/100 g,"Zahar, grasimi vegetale (ulei de palmier, ulei de shea), ulei de cacao, LAPTE praf integral, LAPTE praf degresat, masa de cacao, zer pudra (din LAPTE), cafea macinata 1.2%, emulsifiant: lecitina din SOIA, aroma.","Poate contine urme de FRUCTE CU COAJA LEMNOASA, ARAHIDE, OUA SI GLUTEN."
Cocolata amaruie cu capsune si Aloe Vera 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Cocolata-amaruie-cu-capsune-si-Aloe-Vera-80g/p/27360,33 g/100 g,532 kcal/100 g,50 g/100 g,N/A,0.01 g/100 g,4.80 g/100 g,21 g/100 g,"Zahar, masa de cacao, unt de cacao, pudra de capsune liofilizate 1%, emulsifiant: lecitina (SOIA), aloe vera pudra 0,1% (maltodextrina, aloe vera gel), aroma, arome naturale.","Soia. Poate contine urme de fructe cu coaja lemnoasa, gluten si lapte."
Baton de ciocolata cu lapte si crema de caramel latte 37g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-si-crema-de-caramel-latte-37g/p/27354,36 g/100 g,558 kcal/100 g,51 g/100 g,N/A,0.26 g/100 g,6.1 g/100 g,23 g/100 g,"Zahar, grasimi vegetale (ulei de palmier, ulei de shea), masa de cacao, LAPTE praf degresat, unt de cacao, LAPTE praf integral, ZER pudra (din LAPTE), grasimi vegetale (palmier, shea), samantana pudra (din LAPTE), cafea macinata 1%, emulsifianti: lecitina din SOIA, poliricinoleat de poliglicerina, grasime din LAPTE, CARAMEL 0.1% (sirop de glucoza, sirop de glucoza-fructoza, grasime vegetala (ulei de palmier, ulei de shea), zahar LAPTE praf integral, grasime din LAPTE, ZER praf, emulsifiant: monosi digliceride ale acizilor grasi, sare, stabilizator: carbonat acid de sodiu), arome.","LAPTE. Poate contine FRUCTE CU COAJA LEMNOASA, ARAHIDE, OU SI GLUTEN."
Ciocolata alba cu crema trufa si alune 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-cu-crema-trufa-si-alune-100g/p/36253,16 g/100 g,582 kcal/100 g,51 g/100 g,N/A,0.01 g/100 g,8 g/100 g,16 g/100 g,"Zahar, ALUNE de padure (din care 9% intregi), LAPTE praf caramelizat 3%, unt de cacao, grasime vegetala (cocos), faina de SOIA, masa de cacao, emulgator lecitina rapita, extract de vanilie.","ALUNE, LAPTE, SOIA. Poate contine urme de MIGDALE."
"Baton cu cereale, ciocolata si alune 40g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-cu-cereale-ciocolata-si-alune-40g/p/35899,16 g/100 g,416 g/100 g,60 g/100 g,7.4 g/100 g,0.69 g/100 g,5.7 g/100 g,2.9 g/100 g,"Cereale 32.7% (cereale integrale 20.3% (faina de GRAU 12.3%, hrisca integrala sfaramata 3.3% fulgi de OVAZ 1.45, faina integrala de GRAU SPELT 1.3%, faina de ORZ 1.3%, faina de malt de GRAU 0.7%), faina de GRAI 12.4%), zahar, bucatele de ciocolata 9.8% (masa de cacao, zahar, dextroza, emulsifiant (lecitine din SOIA), ALUNE DE PADURE 6.9%, uleiuri vegetale (rapita, floarea soarelui), merisoare indulcite si uscate 6% (zahar, merisoare uscate 2%, stabilizator (glicerol), ulei de floarea soarelui),amidon, izomaltuloza, agent umezire (glicerol), inulinca, emulsifiant (lecitina din SOIA), agent de afanare (carbonati de sodiu), mineral (carbonat de magneziu), sare, arome, LAPTE praf degresat, miere, agent de ingrosare (guma de xantan).","GRAU, SOIA, ALUNE DE PADURE. Poate contine ALTE FRUCTE CU COAJA LEMNOASA."
"Baton cu ciocolata, nuga si caramel 40g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-cu-ciocolata-nuga-si-caramel-40g/p/37665,23 g/100 g,488 kcal/100 g,70 g/100 g,1.3 g/100 g,0.46 g/100 g,5.0 g/100 g,17 g/100 g,"ditate (carbonat acid de sodiu), agent de afanare (carbonat acid de sodiu), aroma (vanilina).","LAPTE, GLUTEN, GRAU. Poate contine FISTIC, ALUNE DE SOIA, SUSAN SI ARAHIDE."
Praline cu whisky 145g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-whisky-145g/p/38004,17 g/100 g,412 kcal/100 g,59 g/100 g,N/A,0.13 g/100 g,3.5 g/100 g,11 g/100 g,"Crema de whisky 4.7 (sirop de glucoza, dextroza, zahar, LAPTE condensat degresat indulcit (LAPTE DEGRESAT, zahar), alcool etilic, stabilizator: sorbitol, apa, whisky distilat, zahar 1.8%, arome, amidon de porumb modificat, agent de ingrosare agar-agar, sare, colorant, caramel), zahar, masa de cacao, unt de cacao, UNT anhidru, emulsifiant: lecitina din SOIA, aroma.","LAPTE, UNT, SOIA. Poate contine urme de FRUCTE CU COAJA LEMNOASA, OUA, GLUTEN."
Praline cu cirese si lichior 145g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-cirese-si-lichior-145g/p/37997,18 g/100 g,448 kcal/100 g,59 g/100 g,N/A,< 0.01 g/100 g,3.50 g/100 g,12 g/100 g,"Zahar, pasta de cacao, cirese 16%, lichior 13% (zahar, apa, sirop de glucoza, alcool, arome), unt de cacao, unt din LAPTE de vaca anhidru, emulsifiant: lecitina din SOIA, aroma.","LAPTE, SOIA. Poate contine urme de FRUCTE CU COAJA LEMNOASA, OUA, GLUTEN."
Bomboane de ciocolata asortate 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-asortate-200g/p/38186,29 g/100 g,515 kcal/100 g,57 g/100 g,N/A,0.20 g/100 g,5.3 g/100 g,16 g/100 g,"Zahar, masa de cacao, unt de cacao, sirop de glucoza, LAPTE PRAF INTEGRAL, MIGDALE, ALUNE DE PADURE PRAJITE, LAPTE CONDENSAT, stabilizator (sirop de sorbitol), miez de samburi de caise, grasimi vegetale (palmier, miez de samburi de shea), nuca de cocos, prune, LACTOZA, emulsificator (lecitina), GRASIME DIN LAPTE, FAINA DE ALUNE DE PADURE, maltodextrina din porumb, concentrat de capsuni, concentrat de lychee, extract de cafea, sare, extract de lemn dulce, sirop, vin licoros (Madeira, Sherry), conservant (sorbat de potasiu, acid sorbic), arome, agent de ingrosare (pectina), agent de umezire (invertza), pudra de cacao, extract de vanilie, agent de corectare (acid citric), colorant (carmin).","LAPTE, MIGDALE, ALUNE DE PADURE PRAJITE. Produsul poate contine urme de FRUCTE CU COAJA LEMNOASA SI DE SOIA."
Cicolata amaruie cu alune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Cicolata-amaruie-cu-alune-80g/p/38165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cicolata amaruie 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Cicolata-amaruie-80g/p/38142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata amaruie cu cu crema de alune 85g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-cu-crema-de-alune-85g/p/38140,39 g/100 g,575 kcal/100 g,47 g/100 g,4 g/100 g,0.21 g/100 g,6.90 g/100 g,23 g/100 g,"Zahar, masa de cacao, grasimi vegetale ( palmier si samburi de palmier), LAPTE praf degresat, unt de cacao, zer praf (din LAPTE), pasta de ALUNE DE PADURE 5%, grasime din LAPTE, emulsifiant (lecitine din SOIA), aroma.","LAPTE, ALUNE DE PADURE, SOIA."
Baton proteic stratificat cu ciocolata si caramel 60g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-proteic-stratificat-cu-ciocolata-si-caramel-60g/p/38305,7.3 g/100 g,308 kcal/100 g,32.3 g/100 g,8.0 g/100 g,0.43 g/100 g,34 g/100 g,4.9 g/100 g,"Amestec de proteine 34.27% (izolat proteic din LAPTE, izolat proteic din zer partial hidrolizat (lecitina de SOIA) (LAPTE), izolat proteic din SOIA, izolat proteic din zer (emulgator: lecitina de floarea-soarelui) (LAPTE), ciocolata cu LAPTE cu indulcitor 16% (indulcitor (maltitol), unt de cacao, LAPTE praf integral, masa de cacao, emulgator: lecitina (SOIA), aroma naturala de vanilie), umectant 10% (glicerina), umplutura de caramel si ciocolata 10%, umectant (glicerol), maltodextrina, oligofructoza, apa, agent de ingrosare (maltitol), ulei de nuca de cocos, amidon de tapioca modificat, LAPTE praf degresat, pudra de cacao, agent de gelifiere (pectina), corector de aciditate (lactat de calciu), emulgator (lecitina din semminte de rapita), arome naturale, sare, agent de ingrosare (guma, xantan), colorant (caramel), fibra solubila de tapioca 8.4%, indulcitor 7.03%, sirop de maltitol, apa 7%.","LAPTE, SOIA. Fabricat intr-o unitate care utilizeaza GLUTEN, ARAHIDE, NUCI, DIOXID DE SULF SI SULFITI."
Baton proteic stratificat cu ciocolata alba si arahide 60g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-proteic-stratificat-cu-ciocolata-alba-si-arahide-60g/p/38304,9 g/100 g,322 kcal/100 g,33.4 g/100 g,7 g/100 g,0.45 g/100 g,34.2 g/100 g,5.3 g/100 g,"Amestec de proteina 36.58%, izolat proteic in LAPTE, izolat proteic in zer partial hidrolizat (lecitina de soia), LAPTE, izolat proteic din SOIA, izolat proteic din zer (emulgator: lecitina de floaea soarelui) (LAPTE), ciocolata alba cu indulcitor 16% (indulcitor (maltitol), unt de cacao, LAPTE praf integral, emulgator: lecitina (SOIA), aroma naturala de vanilie), umectant 10.5%, (glicERINA),caramel cu continut sczut de zahar 10%, umectant (glicerol), maltodextrina, oliglofructoza, apa, agent deingrosare (pudra maltitol), ulei de nuca de cocos, LAPTE pra degresat, amidon de tapioca modificat, colorant (caramel), agent de gelifiere (pectina), corector de aciditate (lactat de calciu), emulgator (lecitina din seminte de rapita), sare, arome naturale, agent de ingrosare (guma xantan), fibra solubila de tapioca 8.4%, indulcitor 7.03% (sirop de maltitol, sucraloza), apa 7%, arahide taiate 4%, aroma 0.49%.","LAPTE, SOIA. Fabricat intr-o unitate care contine GLUTEN, ARAHIDE, NUCI, DIOXID DE SULF SI SULFITI."
Baton proteic stratificat cu caramel sarat 60g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-proteic-stratificat-cu-caramel-sarat-60g/p/38303,7 g/100 g,310 kcal/100 g,33.2 g/100 g,7.3 g/100 g,0.88 g/100 g,35.8 g/100 g,4.8 g/100 g,"Amestec de proteina 39.32% (izolat proteic din LAPTE, izolat proteic din zer partial hidrolizat (lecitina de SOIA (LAPTE), izolat proteic din SOIA, izolat proteic din zer (emulgator: lecitina de floarea soarelui) (LAPTE), ciocolata cu LAPTE CU indulcitor 16%, indulcito (maltitol), unt de cacao, LAPTE praf integral, masa de cacao, emulgator: lecitina (SOIA), aroma naturala de vanilie), umectant 10.5% (glicerina), caramel cu continut scazut de zahar 10%, umectant (glicerol), maltodextrina, oligofructoza, apa, aent de ingrosare (pudra de maltitol), ulei de nuca de cocos, LAPTE praf degresat, amidon de tapioca modificat, colorant (caramel), agent de gelifiere (pectina), corector de aciditate (lactat de calciu), emulgator (lecitina de seminte de rapita), sare, arome naturale, agent de ingrosare (guma xantan), fibra solubila de tapioca 7%, indulcitor 7.03% (sirop de maltitol, sucraloza), apa 7%, aroma naturala 1.4%, clorura de sodiu 0.35%.","LAPTE, SOIA. Fabricat intr-o unitate in care utilizeaza GLUTEN, ARAHIDE, NUCI, DIOXID DE SULF SI SULFITI."
Ciocolata neagra 55% cacao cu alune 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-55-cacao-cu-alune-90g/p/38613,43.7 g/100 g,599 kcal/100 g,42.2 g/100 g,N/A,0.086 g/100 g,6.4 g/100 g,22.4 g/100 g,"Zahar, masa de cacao, ALUNE DE PADURE 12%, ulei de palmier, unt de cacao, cacao degresata pudra 3.5%, ZER praf, UNT deshidratat, emulgator: lecitina (SOIA), vanilina.","ALUNE DE PADURE, SOIA, MIGDALE, NUCI, NUCI CAJU, NUCI PECAN, NUCI DE BRAZILIA, FISTIC si NUCI DE MACADAMIA."
Ciocolata cu lapte cu migdale 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-migdale-100g/p/38861,37 g/100 g,567 kcal/100 g,46 g/100 g,N/A,0.29 g/100 g,10.7 g/100 g,17 g/100 g,"Zahar, unt de cacao, bucati de MIGDALE 18% si din afara, LAPTE praf integral, masa de cacao, ZER pudra dulce, pasta de ALUNE DE PADURE, emulsifiant: lecitine (SOIA), extract de vanilie.","LAPTE, ZER, ALUNE DE PADURE, MIGDALE, SOIA. Poate contine: CEREALE CARE CONTIN GLUTEN."
Ciocolata cu lapte si alune de padure 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-alune-de-padure-100g/p/38855,36 g/100 g,558 kcal/100 g,49 g/100 g,N/A,0.31 g/100 g,7.70 g/100 g,16 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, bucati de ALUNE DE PADURE 12%, masa de cacao, ZER praf dulce, pasta de ALUNE DE PADURE, emulsifiant: lecitine( SOIA), aroma naturala de vanilie.","LAPTE, ALUNE DE PADURE, SOIA. Poate contine urme de CEREALE CARE CONTIN GLUTEN, ARAHIDE, ALTE FRUCTE CU COAJA LEMNOASA."
Ciocolata neagra 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-100g/p/38849,29 g/100 g,508 kcal/100 g,50 g/100 g,N/A,<0.01 g/100 g,6.8 g/100 g,18 g/100 g,"Zahar, masa de cacao, unt de cacao, cacao pudra cu continut redus de grasime, LACTOZA, emulsifiant: lecitina (SOIA), extract de vanilie.","LACTOZA, SOIA. Poate contine: CEREALE CARE CONTIN GLUTEN, ARAHIDE, FRUCTE CU COAJA LEMNOASA."
Praline ciocolata cocktails 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-ciocolata-cocktails-125g/p/39448,24 g/100 g,463 kcal/100 g,51 g/100 g,N/A,<0.01 g/100 g,2.8 g/100 g,15 g/100 g,"Zahar, masa de cacao, unt de cacao, apa, bautura spirtoasa 4% (rom, vodca), Licor 43 concentrat 15, concentrat de suc de fructe 0.6% (lime, merisoare, lamaie si ananas), aroma naturala de portocale 0.5%, extrct de cafea, arome naturale, arome, ulei de portocale.",Produsul poate contine urme de LAPTE SI DE FRUCTE CU COAJA LEMNOASA.
Bomboane de ciocolata cu lichior 125g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-lichior-125g/p/39452,24 g/100 g,464 kcal/100 g,51 g/100 g,N/A,<0.01 g/100 g,2.8 g/100 g,15 g/100 g,"Zahar, masa de cacao, unt de cacao, apa, bauturi spirtoase 5% (cognac, rom, lichior de whisky, whisky, vodca), aroma naturala de portocale 0.8%, concentrat 0.7%, arome.",Produsul poate contine urme de LAPTE SI FRUCTE CU COAJA LEMNOASA.
Praline ciocolata lapte Gianduja cu alune de padure 165g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-ciocolata-lapte-Gianduja-cu-alune-de-padure-165g/p/31215,44 g/100 g,510 kcal/100 g,40 g/100 g,N/A,0.1 g/100 g,9 g/100 g,12 g/100 g,"ALUNE DE PADURE 41.5%, zahar, pasta de cacao, unt de cacao, LAPTE praf integral, emulsifiant:lecitina din SOIA, vanilie. MIGDALE.","Alune de padure, lapte, soia, migdale. Poate contine alte fructe in coaja."
Ciocolata neagra cu marzipan si prune 105g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Ciocolata-neagra-cu-marzipan-si-prune-105g/p/33757,23 g/100 g,470 kcal/100 g,53 g/100 g,N/A,<0.01 g/100 g,7.6 g/100 g,6.8 g/100 g,"Zahar, masa de cacao, MIGDALE 20%, prune 13%, masa de cacao, sirop de glucoza, miez de samburi de caise, unt de cacao, alcool, vin licoros (Madeira 1.4%, Sherry), grasime din LAPTE, emulsificator (lecitina din seminte de rapita), acidifiant (Acid citric), conservanti (acid sorbic, sorbat de potasiu), agent de ingrosare (pectina).","Contine: migdale, lapte. Poate contine urme de nuci."
"Bomboane de ciocolata cu crema, cu aroma de menta 150g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-crema-cu-aroma-de-menta-150g/p/33752,19 g/100 g,449 kcal/100 g,64 g/100 g,N/A,0.07 g/100 g,2.4 g/100 g,11 g/100 g,"Zahar, masa de cacao, sirop de glucoza, unt de cacao, grasimi din LAPTE, emulsifiant (lecitina din SOIA), arome (inclusiv menta naturala), enzime (invertaza).","Contine lapte si soia. Poate contine urme de nuci, alune si cereale continand gluten."
Ciocolata cu crema de alune 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-crema-de-alune-200g/p/36573,33 g/100 g,535 kcal/100 g,50 g/100 g,N/A,0.12 g/100 g,6.8 g/100 g,20 g/100 g,"Zahar, masa de cacao, grasimi vegetale (palmier, shea) in proportii diferite, LAPTE praf degresat, LAPTE praf integral, ALUNE 4%, pudra de cacao cu continut redus de grasime, unt de cacao, grasime de LAPTE, emulgatori (lecitine din SOIA, poliglicerol poliricinoleat), extract de vanilie, aroma naturala de ALUNE (contine ALUNE), pasta de ARAHIDE. Ciocolata: masa de cacao minimum 50%.","Contine: lapte, soia, alune si arahide. Poate contine alte nuci, oua si cereale care contin gluten."
Praline cu cafea 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-cafea-100g/p/37521,28 g/100 g,508 kcal/100 g,57 g/100 g,3.20 g/100 g,0.22 g/100 g,5.70 g/100 g,14 g/100 g,N/A,"Lapte, soia. Poate contine arahide, fructe cu coaja lemnoasa, cereale (gluten), ou."
Praline 45% cacao 110g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-45-cacao-110g/p/37733,39 g/100 g,570 kcal/100 g,45 g/100 g,5.10 g/100 g,0.21 g/100 g,7.10 g/100 g,22 g/100 g,"Zahar, masa de cacao, ulei de palmier, unt de cacao, LAPTE praf degresat, ZER praf (din LAPTE), cacao cu continut redus de grasime 3.5%, grasime din LAPTE, pasta de ALUNE DE PADURE, emulsifiant (lecitine din SOIA), aroma (contine LAPTE).","Lapte, alune de padure, soia."
Ciocolata amaruie 85% cacao 27g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Ciocolata-amaruie-85-cacao-27g/p/37613,52 g/100 g,603 kcal/100 g,16 g/100 g,N/A,0.02 g/100 g,9.3 g/100 g,31 g/100 g,"Masa de cacao, unt de cacao, cacao pudra, zahar, emulsifiant: lecitine (SOIA), aroma de vanilie naturala. Substanta uscata de cacao in ciocolata: 85% minimum.","Contine soia. Poate contine urme de: fructe cu coaja lemnoasa, gluten si lapte."
Ciocolata amaruie cu crema Remy Martin 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-cu-crema-Remy-Martin-90g/p/42086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bomboane de ciocolata cu lapte invelite in glazura de zahar 105g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-lapte-invelite-in-glazura-de-zahar-105g/p/28789,18.8 g/100 g,471 kcal/100 g,67 g/10 g,1.9 g/100 g,0.12 g/100 g,6.3 g/100 g,11.4 g/100 g,"Zahar, lapte praf degresat, masa de cacao, unt de cacao, faina de grau, grasime din lapte, zer praf (din lapte), amidon de orez, emulgator (lecitine), colorant (rosu sfecla rosie, caroten, curcumina), concentrat de spirulina, agenti de glazurare (ceara de carnauba, ceara alba de albine), concentrate vegetale (sofran, ridiche), extract de malt de orz. Substanta uscata de cacao in ciocolata cu lapte: 31% minim.",Poate contine varietati de nuci.
Bomboane de ciocolata cu lapte 140g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-de-ciocolata-cu-lapte-140g/p/28790,28.3/100g,521g/100g,57.2/100g,2.8g/100g,0.2g/100g,7.3g/100g,16.8g/100g,"Zahar, faina de grau, lapte praf degresat, grasimi vegetale (palmier, shea), unt de cacao, masa de cacao, grasime (din lapte), zer praf (din lapte), cacao pudra cu continut redus de grasimi, emulgator (lecitina din floarea-soarelui), agenti de glazurare (guma arabica, selac), agent de afanare (carbonati de sodiu).","Contine gluten, lapte. Poate contine arahide si varietati de nuci."
Bomboane cu rom si portocale rosii 175g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-cu-rom-si-portocale-rosii-175g/p/29791,22 g/100 g,478 kcal/100 g,60 g/100 g,N/A,0.16 g/100 g,4.8 g/100 g,14 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, pasta de cacao, rom 5%, nuca de cocos rasa 4%, ZER dulce praf, fulgi de OREZ, aorme, acidifiant, acid citric, emulsifiant, lecitina din SOIA, suc de portocale amare concentrat 0.2%, agenti de glazurare, guma arabica, selac, sirop de glucoza-fructoza, gelatina, amidon.","Lapte, zer, soia. Poate contine urme de fructe cu coaja lemnoasa."
Ciocolata cu lapte cu migdale 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-migdale-80g/p/32369,35 g/100 g,557 kcal/100g,52 g/100 g,N/A,0.11 g/100 g,6.60 g/100 g,23 g/100 g,"Zahar, unt de cacao, masa de cacao, LAPTE praf integral, bucati de MIGDALE caramelizate 8% (zahar, MIGDALE 7%, emulsifiant :lecitina (SOIA)), grasimi din LAPTE, LAPTE praf degresat, pasta de MIGDALE 0.9% (zahar, MIGDALE 0.3%, unt de cacao, emulsifiant :lecitina), emulsifiant :lectina (SOIA), aroma de vanilie naturala.","Lapte, migdale, soia. Poate contine urme de alte fructe cu coaja lemnoasa, gluten."
Ciocolata cu lapte cu fistic 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-fistic-80g/p/32368,35 g/100 g,555 kcal/100 g,52 g/100 g,N/A,0.13 g/100 g,7.30 g/100 g,23 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, bucati de FISTIC caramelizat 8% (zahar, FISTIC 7%, emulsifiant :lecitina (SOIA)), grasimi din LAPTE, LAPTE praf degresat, pasta de FISTIC 0.9% (FISTIC 0.8%, sare), emulsifiant :lecitina (SOIA)), arome naturale.","Fistic, lapte, soia. Poate contine urme de alte fructe cu coaja lemnoasa si gluten. Poate contine fragmente de coaja."
Ciocolata cu lapte si fructe de padure 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-fructe-de-padure-100g/p/32361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata cu lapte cu alune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-alune-80g/p/32354,35 g/100 g,560 kcal/100 g,53 g/100 g,N/A,0.11 g/100 g,6.20 g/100 g,23 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, bucati de ALUNE DE PADURE caramelizate 8% (zahar, ALUNE DE PADURE 7%, emulsifiant: lecitina (SOIA)), grasimi din LAPTE, LAPTE praf degresat, pasta de ALUNE DE PADURE 0.9% (zahar, ALUNE DE PADURE 0.3%, unt de cacao, emulsifiant :lecitina), emulsifiant: lecitina (SOIA), aroma, aroma naturala de vanilie naturala.","Alune de padure, soia, lapte. Poate contine urme de alte fructe cu coaja lemnoasa si gluten."
